type,title,release_year,rating,listed_in,movie_duration,series_duration,cluster,sub_cluster
TV Show,The Mess You Leave Behind,2020,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",0.0,1,3,2.0
Movie,The Prom,2020,PG-13,"Comedies, LGBTQ Movies, Music & Musicals",132.0,0,2,14.0
Movie,Torbaaz,2020,TV-MA,"Dramas, International Movies, Sports Movies",133.0,0,2,7.0
TV Show,Alice in Borderland,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Mysteries",0.0,1,3,1.0
Movie,Funny Boy,2020,TV-MA,"Dramas, LGBTQ Movies",109.0,0,2,3.0
TV Show,Futmalls.com,2020,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",0.0,1,3,10.0
Movie,Just The Way You Are,2016,TV-G,"International Movies, Romantic Movies",107.0,0,2,18.0
Movie,She's the One,2013,TV-14,"Dramas, International Movies, Romantic Movies",111.0,0,2,15.0
Movie,The Panti Sisters,2019,TV-MA,"Comedies, International Movies, LGBTQ Movies",108.0,0,2,6.0
Movie,"Kalel, 15",2019,TV-MA,"Dramas, Independent Movies, International Movies",105.0,0,2,7.0
TV Show,Masameer Classics,2013,TV-14,"International TV Shows, TV Comedies",0.0,4,0,0.0
TV Show,Once Upon a Time,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",0.0,1,3,10.0
Movie,Rose Island,2020,TV-14,"Comedies, Dramas, International Movies",119.0,0,2,4.0
TV Show,The Big Show Show,2020,TV-G,"Kids' TV, TV Comedies",0.0,2,3,13.0
TV Show,The Expanding Universe of Ashley Garcia,2020,TV-PG,"Kids' TV, TV Comedies, Teen TV Shows",0.0,3,3,8.0
TV Show,The Surgeon's Cut,2020,TV-14,"Docuseries, Science & Nature TV",0.0,1,3,6.0
Movie,André & his olive tree,2020,TV-PG,"Documentaries, International Movies",104.0,0,2,8.0
Movie,Bobbleheads The Movie,2020,PG,"Children & Family Movies, Comedies",83.0,0,2,2.0
Movie,Emicida: AmarElo - It’s All For Yesterday,2020,TV-MA,"Documentaries, International Movies, Music & Musicals",90.0,0,2,17.0
TV Show,Juman,2019,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas",0.0,1,3,0.0
TV Show,Mr. Iglesias,2020,TV-14,"TV Comedies, Teen TV Shows",0.0,3,3,8.0
Movie,Spirit Riding Free: Ride Along Adventure,2020,TV-Y7,Children & Family Movies,79.0,0,2,16.0
Movie,Super Monsters: Santa’s Super Monster Helpers,2020,TV-Y,Children & Family Movies,24.0,0,2,16.0
Movie,Triple 9,2016,R,"Dramas, Thrillers",115.0,0,2,10.0
TV Show,100 Days My Prince,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",0.0,1,3,10.0
Movie,Ava,2020,R,"Action & Adventure, Dramas",97.0,0,2,10.0
TV Show,Manhunt: Deadly Games,2020,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries",0.0,1,3,10.0
TV Show,Room 2806: The Accusation,2020,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",0.0,1,3,14.0
TV Show,Detention,2020,TV-MA,"International TV Shows, TV Dramas, TV Horror",0.0,1,3,2.0
Movie,Mighty Express: A Mighty Christmas,2020,TV-Y,Children & Family Movies,26.0,0,2,16.0
TV Show,Bhaag Beanie Bhaag,2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,1,3,15.0
TV Show,Big Mouth,2020,TV-MA,TV Comedies,0.0,4,0,0.0
Movie,Captain Underpants Mega Blissmas,2020,TV-Y7,"Children & Family Movies, Comedies",46.0,0,2,16.0
Movie,Christmas Crossfire,2020,TV-MA,"Comedies, International Movies, Thrillers",106.0,0,2,6.0
TV Show,Kings of Jo'Burg,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0.0,1,3,2.0
Movie,Leyla Everlasting,2020,TV-MA,"Comedies, International Movies",113.0,0,2,6.0
Movie,MANK,2020,R,"Dramas, Independent Movies",133.0,0,2,10.0
TV Show,The Great British Baking Show: Holidays,2020,TV-MA,"British TV Shows, Reality TV",0.0,3,3,16.0
Movie,You Are My Home,2020,TV-PG,"Children & Family Movies, Dramas",93.0,0,2,1.0
Movie,Between Maybes,2019,TV-14,"Dramas, International Movies, Romantic Movies",108.0,0,2,15.0
Movie,Break,2018,TV-MA,"Comedies, Dramas, International Movies",96.0,0,2,7.0
Movie,Chico Bon Bon and the Very Berry Holiday,2020,TV-Y,Children & Family Movies,25.0,0,2,16.0
Movie,Just Another Christmas,2020,TV-MA,"Comedies, International Movies",101.0,0,2,6.0
Movie,Must Be... Love,2013,TV-14,"Comedies, Dramas, International Movies",106.0,0,2,4.0
TV Show,Alien Worlds,2020,TV-PG,"British TV Shows, Docuseries, International TV Shows",0.0,1,3,7.0
Movie,Ari Eldjárn: Pardon My Icelandic,2020,TV-MA,Stand-Up Comedy,54.0,0,2,5.0
TV Show,Check The Store Next Door: The Next Chapter,2020,TV-14,"International TV Shows, TV Comedies, TV Dramas",0.0,2,3,17.0
Movie,Fierce,2020,TV-MA,"Comedies, Dramas, International Movies",118.0,0,2,7.0
Movie,Hazel Brugger: Tropical,2020,TV-MA,Stand-Up Comedy,58.0,0,2,5.0
Movie,3 Days to Kill,2014,PG-13,Action & Adventure,117.0,0,2,14.0
Movie,Angela's Christmas Wish,2020,TV-Y,Children & Family Movies,48.0,0,2,16.0
Movie,Angels & Demons,2009,PG-13,Thrillers,139.0,0,2,14.0
TV Show,Are You The One,2014,TV-14,Reality TV,0.0,2,3,5.0
Movie,Chef,2014,R,"Comedies, Independent Movies",115.0,0,2,11.0
Movie,Effie Gray,2014,PG-13,"Dramas, International Movies, Romantic Movies",109.0,0,2,9.0
TV Show,Gormiti,2018,TV-Y,Kids' TV,0.0,1,3,4.0
TV Show,Ink Master,2012,TV-14,Reality TV,0.0,2,3,5.0
Movie,Monster House,2006,PG,"Children & Family Movies, Comedies",91.0,0,2,2.0
Movie,Natalie Palamides: Nate - A One Man Show,2020,TV-MA,Comedies,60.0,0,2,6.0
TV Show,Octonauts,2015,TV-Y,"British TV Shows, Kids' TV",0.0,4,0,0.0
TV Show,Oddbods,2017,TV-Y,"Kids' TV, TV Comedies",0.0,1,3,4.0
Movie,Peppermint,2018,R,Action & Adventure,102.0,0,2,11.0
Movie,Quigley Down Under,1990,PG-13,Action & Adventure,120.0,0,1,1.0
TV Show,Stargate SG-1,2006,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",0.0,10,0,1.0
TV Show,The Bachelorette,2010,TV-14,"Reality TV, Romantic TV Shows",0.0,1,3,5.0
Movie,The Da Vinci Code,2006,PG-13,Thrillers,149.0,0,2,14.0
TV Show,The Guest,2018,TV-14,"International TV Shows, TV Horror, TV Mysteries",0.0,1,3,9.0
Movie,The Happytime Murders,2018,R,"Action & Adventure, Comedies",91.0,0,2,11.0
TV Show,The Holiday Movies That Made Us,2020,TV-PG,Docuseries,0.0,1,3,7.0
TV Show,The Repair Shop,2018,TV-PG,"British TV Shows, Reality TV",0.0,1,3,5.0
Movie,U-Turn,2020,TV-MA,"Horror Movies, International Movies",99.0,0,2,13.0
Movie,Finding Agnes,2020,TV-PG,"Dramas, International Movies",106.0,0,2,1.0
Movie,Rust Creek,2018,R,Thrillers,108.0,0,2,11.0
Movie,Spookley and the Christmas Kittens,2019,TV-Y,Children & Family Movies,45.0,0,2,16.0
Movie,The 2nd,2020,TV-MA,Action & Adventure,93.0,0,2,13.0
TV Show,The Uncanny Counter,2020,TV-14,"International TV Shows, TV Action & Adventure, TV Dramas",0.0,1,3,10.0
Movie,A Go! Go! Cory Carson Christmas,2020,TV-Y,Children & Family Movies,22.0,0,2,16.0
Movie,Dance Dreams: Hot Chocolate Nutcracker,2020,TV-PG,"Children & Family Movies, Documentaries",81.0,0,2,8.0
Movie,Don’t Listen,2020,TV-MA,"Horror Movies, International Movies",98.0,0,2,13.0
TV Show,Fabulous Lives of Bollywood Wives,2020,TV-MA,"International TV Shows, Reality TV",0.0,1,3,5.0
TV Show,Heartbreak High,1999,TV-14,"International TV Shows, TV Dramas, Teen TV Shows",0.0,7,0,1.0
TV Show,Over Christmas,2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,1,3,15.0
TV Show,Sugar Rush Christmas,2020,TV-14,Reality TV,0.0,2,3,5.0
Movie,The Beast,2020,TV-MA,"Action & Adventure, International Movies",100.0,0,2,13.0
Movie,The Call,2020,TV-MA,"International Movies, Thrillers",112.0,0,2,13.0
Movie,Fantastica,2018,TV-PG,"Comedies, International Movies, LGBTQ Movies",114.0,0,2,1.0
Movie,Larry the Cable Guy: Remain Seated,2020,TV-14,Stand-Up Comedy,68.0,0,2,5.0
Movie,Mosul,2020,TV-MA,"Action & Adventure, Dramas, International Movies",103.0,0,2,7.0
Movie,Unexpectedly Yours,2017,TV-14,"Comedies, International Movies, Romantic Movies",121.0,0,2,4.0
Movie,Ghosts of War,2020,R,Horror Movies,95.0,0,2,11.0
TV Show,Great Pretender,2020,TV-MA,"Anime Series, Crime TV Shows, International TV Shows",0.0,2,3,11.0
Movie,Shawn Mendes: Live in Concert,2020,TV-PG,Music & Musicals,87.0,0,2,8.0
Movie,The Christmas Chronicles: Part Two,2020,PG,"Children & Family Movies, Comedies",115.0,0,2,2.0
Movie,Andhaghaaram,2020,TV-14,"Horror Movies, International Movies, Thrillers",171.0,0,2,0.0
Movie,Andhakaaram,2020,TV-14,"Horror Movies, International Movies, Thrillers",171.0,0,2,0.0
TV Show,Before 30,2015,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,1,3,15.0
Movie,Dragons: Rescue Riders: Huttsgalor Holiday,2020,TV-Y,"Children & Family Movies, Comedies",46.0,0,2,16.0
Movie,Hillbilly Elegy,2020,R,Dramas,117.0,0,2,10.0
Movie,Notes for My Son,2020,TV-MA,"Dramas, International Movies",84.0,0,2,7.0
TV Show,Valentino,2020,TV-14,"International TV Shows, TV Comedies, TV Dramas",0.0,1,3,17.0
Movie,Hard Kill,2020,R,Action & Adventure,98.0,0,2,11.0
Movie,Shawn Mendes: In Wonder,2020,TV-MA,"Documentaries, Music & Musicals",83.0,0,2,17.0
TV Show,Strongest Deliveryman,2017,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",0.0,1,3,2.0
Movie,The Suit,2018,TV-14,"Action & Adventure, Comedies, International Movies",97.0,0,2,4.0
Movie,Dolly Parton’s Christmas on the Square,2020,TV-PG,"Children & Family Movies, Music & Musicals",99.0,0,2,2.0
Movie,Machete Kills,2013,R,Action & Adventure,108.0,0,2,11.0
Movie,40 Sticks,2019,TV-14,"International Movies, Thrillers",93.0,0,2,0.0
Movie,Alien Xmas,2020,TV-Y,Children & Family Movies,42.0,0,2,16.0
TV Show,Flavorful Origins,2020,TV-G,"Docuseries, International TV Shows",0.0,3,3,8.0
TV Show,Heart & Soul,2019,TV-14,"International TV Shows, TV Dramas",0.0,1,3,10.0
Movie,If Anything Happens I Love You,2020,PG,Dramas,13.0,0,2,16.0
TV Show,Mismatched,2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,1,3,15.0
Movie,The App That Stole Christmas,2020,TV-PG,"Children & Family Movies, Comedies",64.0,0,2,16.0
TV Show,Voices of Fire,2020,TV-PG,"Docuseries, Reality TV",0.0,1,3,7.0
Movie,Black Friday,2004,TV-MA,"Dramas, International Movies",162.0,0,2,7.0
Movie,Bodyguard,2011,TV-14,"Action & Adventure, Comedies, International Movies",130.0,0,2,4.0
Movie,Break Ke Baad,2010,TV-14,"Comedies, International Movies, Music & Musicals",108.0,0,2,4.0
Movie,Hawaizaada,2015,TV-14,"Dramas, International Movies, Romantic Movies",129.0,0,2,15.0
Movie,My Amnesia Girl,2010,TV-14,"International Movies, Romantic Movies",105.0,0,2,0.0
Movie,Raman Raghav 2.0,2016,TV-MA,"International Movies, Thrillers",133.0,0,2,13.0
Movie,Singham,2011,TV-14,"Action & Adventure, Dramas, International Movies",142.0,0,2,15.0
Movie,TE3N,2016,TV-14,"Dramas, International Movies, Thrillers",128.0,0,2,15.0
Movie,The Princess Switch: Switched Again,2020,TV-G,"Children & Family Movies, Comedies, Dramas",97.0,0,2,2.0
Movie,Three Words to Forever,2018,TV-G,"Comedies, Dramas, International Movies",107.0,0,2,4.0
Movie,Well Done Abba,2009,TV-14,"Comedies, International Movies",135.0,0,2,4.0
TV Show,Holiday Home Makeover with Mr. Christmas,2020,TV-G,Reality TV,0.0,1,3,5.0
Movie,Ainu Mosir,2020,TV-PG,"Dramas, International Movies",84.0,0,2,1.0
Movie,Kevin Hart: Zero F**ks Given,2020,TV-MA,Stand-Up Comedy,70.0,0,2,5.0
TV Show,The Boss Baby: Back in Business,2020,TV-Y7,"Kids' TV, TV Comedies",0.0,4,0,0.0
TV Show,We Are the Champions,2020,TV-MA,"Docuseries, Reality TV",0.0,1,3,14.0
Movie,Loving,2016,PG-13,"Dramas, Romantic Movies",124.0,0,2,9.0
Movie,Whose Streets?,2017,R,Documentaries,102.0,0,2,18.0
Movie,A Very Country Christmas,2017,TV-G,"Music & Musicals, Romantic Movies",84.0,0,2,18.0
TV Show,America's Next Top Model,2013,TV-14,Reality TV,0.0,2,3,5.0
TV Show,Beyblade Burst Rise,2019,TV-Y,"Anime Series, Kids' TV",0.0,1,3,4.0
Movie,Cloudy with a Chance of Meatballs 2,2013,PG,"Children & Family Movies, Comedies",95.0,0,2,2.0
Movie,Hometown Holiday,2018,TV-G,Romantic Movies,84.0,0,2,18.0
TV Show,Polly Pocket,2021,TV-Y,Kids' TV,0.0,2,3,4.0
TV Show,Survivor,2014,TV-14,Reality TV,0.0,2,3,5.0
TV Show,The Crown,2020,TV-MA,"British TV Shows, International TV Shows, TV Dramas",0.0,4,0,0.0
Movie,White Christmas,1954,TV-G,"Children & Family Movies, Classic Movies, Comedies",120.0,0,1,0.0
Movie,Killer Cove,2019,TV-14,Thrillers,87.0,0,2,0.0
TV Show,American Horror Story,2019,TV-MA,"TV Horror, TV Mysteries, TV Thrillers",0.0,9,0,1.0
Movie,Fukrey Boyzzz: Space Mein Fukrapanti,2020,TV-Y7,"Children & Family Movies, Comedies",75.0,0,2,16.0
Movie,Jingle Jangle: A Christmas Journey,2020,PG,"Children & Family Movies, Music & Musicals",124.0,0,2,2.0
Movie,The Beginning of Life 2: Outside,2020,TV-PG,"Documentaries, International Movies",92.0,0,2,8.0
Movie,The Life Ahead,2020,PG-13,"Dramas, International Movies",95.0,0,2,9.0
TV Show,The Minions of Midas,2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.0,1,3,11.0
Movie,A Very Special Love,2008,TV-G,"International Movies, Romantic Movies",107.0,0,2,1.0
TV Show,Ethos,2020,TV-MA,"International TV Shows, TV Dramas",0.0,1,3,2.0
Movie,First Love,2018,TV-MA,"Dramas, International Movies, Romantic Movies",123.0,0,2,7.0
Movie,Fruitvale Station,2013,R,"Dramas, Independent Movies",85.0,0,2,10.0
TV Show,Graceful Friends,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0.0,1,3,2.0
Movie,Ludo,2020,TV-MA,"Comedies, Dramas, International Movies",150.0,0,2,7.0
Movie,Memories of a Teenager,2019,TV-MA,"Dramas, International Movies, LGBTQ Movies",97.0,0,2,7.0
Movie,Prom Night,2008,PG-13,Horror Movies,88.0,0,2,14.0
TV Show,A Queen Is Born,2020,TV-14,"International TV Shows, Reality TV",0.0,1,3,5.0
TV Show,Aunty Donna's Big Ol' House of Fun,2020,TV-MA,TV Comedies,0.0,1,3,15.0
TV Show,The Liberator,2020,TV-MA,"TV Action & Adventure, TV Dramas",0.0,1,3,2.0
TV Show,Trial 4,2020,TV-MA,"Crime TV Shows, Docuseries",0.0,1,3,14.0
Movie,We Are All For The Fatherland,1979,TV-14,"Documentaries, International Movies",74.0,0,1,0.0
Movie,What We Wanted,2020,TV-MA,"Dramas, International Movies",93.0,0,2,7.0
TV Show,A Lion in the House,2006,TV-14,TV Shows,0.0,1,3,18.0
TV Show,DASH & LILY,2020,TV-14,"Romantic TV Shows, TV Comedies, TV Dramas",0.0,1,3,17.0
TV Show,Bakugan: Armored Alliance,2020,TV-Y7,"Anime Series, Kids' TV",0.0,1,3,13.0
TV Show,Bakugan: Battle Planet,2018,TV-PG,"Anime Series, Kids' TV",0.0,1,3,0.0
Movie,Citation,2020,TV-MA,"Dramas, International Movies",151.0,0,2,7.0
TV Show,Country Ever After,2020,TV-PG,Reality TV,0.0,1,3,5.0
Movie,Girl's Revenge,2020,TV-MA,"Dramas, International Movies",82.0,0,2,7.0
Movie,The Endless Trench,2019,TV-MA,"Dramas, Independent Movies, International Movies",148.0,0,2,7.0
Movie,The Late Bloomer,2016,R,Comedies,95.0,0,2,11.0
TV Show,Wrong Kind of Black,2018,TV-MA,"International TV Shows, TV Comedies, TV Dramas",0.0,1,3,2.0
Movie,A New York Christmas Wedding,2020,TV-MA,"Dramas, LGBTQ Movies, Romantic Movies",90.0,0,2,3.0
Movie,Alone/Together,2019,TV-14,"Dramas, International Movies, Romantic Movies",103.0,0,2,15.0
TV Show,Carmel: Who Killed Maria Marta?,2020,TV-14,"Crime TV Shows, Docuseries, International TV Shows",0.0,1,3,6.0
Movie,Midnight at the Magnolia,2020,TV-G,"Comedies, Romantic Movies",87.0,0,2,6.0
Movie,One More Try,2012,TV-14,"Dramas, International Movies, Romantic Movies",102.0,0,2,15.0
Movie,Operation Christmas Drop,2020,TV-G,"Children & Family Movies, Comedies, Romantic Movies",96.0,0,2,2.0
TV Show,Paranormal,2020,TV-14,"International TV Shows, TV Dramas, TV Horror",0.0,1,3,10.0
Movie,A Christmas Catch,2018,TV-G,"Dramas, Romantic Movies",87.0,0,2,9.0
Movie,Christmas with a Prince,2018,TV-PG,"Comedies, Dramas, Romantic Movies",86.0,0,2,1.0
TV Show,Love & Anarchy,2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,1,3,15.0
Movie,Miss India,2020,TV-PG,"Dramas, International Movies",136.0,0,2,1.0
Movie,Felix Lobrecht: Hype,2020,TV-MA,Stand-Up Comedy,60.0,0,2,5.0
Movie,MOTHER,2020,TV-14,"Dramas, International Movies",127.0,0,2,15.0
Movie,The Beginning of Life,2016,TV-PG,"Documentaries, International Movies",96.0,0,2,8.0
Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,2020,TV-PG,Documentaries,15.0,0,2,8.0
TV Show,Can You Hear Me?,2020,TV-MA,"International TV Shows, TV Comedies, TV Dramas",0.0,2,3,2.0
Movie,Prospect,2018,R,"Sci-Fi & Fantasy, Thrillers",100.0,0,2,11.0
TV Show,60 Days In,2019,TV-MA,Reality TV,0.0,1,3,5.0
Movie,Christmas Break-In,2019,TV-PG,"Children & Family Movies, Comedies",87.0,0,2,2.0
TV Show,Dawson's Creek,2002,TV-14,"Romantic TV Shows, TV Dramas, Teen TV Shows",0.0,6,0,0.0
Movie,Elf Pets: A Fox Cub’s Christmas Tale,2020,TV-Y,Children & Family Movies,28.0,0,2,16.0
Movie,Elf Pets: Santa’s Reindeer Rescue,2020,TV-Y,Children & Family Movies,27.0,0,2,16.0
Movie,Elliot the Littlest Reindeer,2018,PG,Children & Family Movies,90.0,0,2,2.0
TV Show,Forged in Fire,2019,TV-14,Reality TV,0.0,1,3,5.0
TV Show,Leah Remini: Scientology and the Aftermath,2018,TV-14,Docuseries,0.0,3,3,8.0
TV Show,LEGO Jurassic World: Legend of Isla Nublar,2019,TV-Y,Kids' TV,0.0,1,3,4.0
TV Show,LEGO Jurassic World: Secret Exhibit,2018,TV-Y,Kids' TV,0.0,1,3,4.0
TV Show,LEGO Ninjago,2020,TV-Y7,Kids' TV,0.0,2,3,13.0
TV Show,LEGO Ninjago: Masters of Spinjitzu,2019,TV-Y7,Kids' TV,0.0,10,0,1.0
TV Show,LEGO: CITY Adventures,2019,TV-Y,"Kids' TV, TV Comedies",0.0,1,3,4.0
Movie,Little Monsters,1989,PG,"Children & Family Movies, Comedies",102.0,0,1,1.0
Movie,Mile 22,2018,R,Action & Adventure,94.0,0,2,11.0
Movie,Piercing,2018,R,"Dramas, Independent Movies, Thrillers",81.0,0,2,10.0
Movie,Snowden,2016,R,"Dramas, Thrillers",134.0,0,2,10.0
TV Show,The Garfield Show,2018,TV-Y,"Kids' TV, TV Comedies",0.0,4,0,0.0
TV Show,The Good Detective,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0.0,1,3,2.0
Movie,The Impossible,2012,PG-13,Dramas,114.0,0,2,9.0
Movie,The Next Karate Kid,1994,PG,"Action & Adventure, Dramas, Sports Movies",107.0,0,1,1.0
TV Show,Voice,2018,TV-14,"Crime TV Shows, International TV Shows, Korean TV Shows",0.0,2,3,12.0
Movie,Wheels of Fortune,2020,R,"Comedies, Sports Movies",107.0,0,2,11.0
TV Show,Afronta! Facing It!,2017,TV-PG,"Docuseries, International TV Shows",0.0,1,3,7.0
Movie,The 12th Man,2018,TV-MA,"Action & Adventure, Dramas, International Movies",130.0,0,2,7.0
TV Show,Zumbo's Just Desserts,2019,TV-PG,"International TV Shows, Reality TV",0.0,1,3,5.0
Movie,Hidden in Plain Sight,2019,TV-14,"Dramas, Independent Movies, Thrillers",87.0,0,2,15.0
Movie,His House,2020,TV-14,"Horror Movies, Independent Movies",93.0,0,2,0.0
Movie,In Line,2017,TV-14,"Dramas, International Movies",114.0,0,2,15.0
Movie,Kaali Khuhi,2020,TV-14,"Horror Movies, International Movies",91.0,0,2,0.0
TV Show,Kongsuni and Friends,2020,TV-Y,"Kids' TV, Korean TV Shows",0.0,2,3,4.0
TV Show,Marvel's Agents of S.H.I.E.L.D.,2020,TV-14,"TV Action & Adventure, TV Sci-Fi & Fantasy",0.0,7,0,1.0
Movie,Rogue City,2020,TV-MA,"Dramas, International Movies, Thrillers",116.0,0,2,7.0
TV Show,Somebody Feed Phil,2020,TV-14,"Docuseries, Reality TV",0.0,4,0,0.0
TV Show,Suburra: Blood on Rome,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0.0,3,3,16.0
Movie,The Day of the Lord,2020,TV-MA,"Horror Movies, International Movies",93.0,0,2,13.0
Movie,Pagpag: Nine Lives,2013,TV-14,"Horror Movies, International Movies",106.0,0,2,0.0
Movie,Holidate,2020,TV-MA,"Comedies, Romantic Movies",105.0,0,2,6.0
Movie,La Gran Ilusión,2016,TV-14,International Movies,50.0,0,2,12.0
Movie,Metallica Through The Never,2013,R,Music & Musicals,93.0,0,2,11.0
Movie,Nobody Sleeps in the Woods Tonight,2020,TV-MA,"Horror Movies, International Movies",103.0,0,2,13.0
Movie,Secrets of the Saqqara Tomb,2020,TV-PG,Documentaries,114.0,0,2,8.0
TV Show,Blood of Zeus,2020,TV-MA,Anime Series,0.0,1,3,9.0
TV Show,Chico Bon Bon: Monkey with a Tool Belt,2020,TV-Y,Kids' TV,0.0,4,0,0.0
Movie,Guillermo Vilas: Settling the Score,2020,TV-14,"Documentaries, International Movies, Sports Movies",95.0,0,2,12.0
Movie,Sarah Cooper: Everything's Fine,2020,TV-MA,Comedies,50.0,0,2,6.0
TV Show,The Devil Punisher,2020,TV-14,"International TV Shows, Romantic TV Shows, TV Mysteries",0.0,1,3,12.0
Movie,Ajab Prem Ki Ghazab Kahani,2009,TV-14,"Comedies, International Movies, Music & Musicals",150.0,0,2,4.0
Movie,Black '47,2018,R,"Action & Adventure, Dramas, Independent Movies",100.0,0,2,10.0
Movie,I Am Woman,2019,TV-MA,"Dramas, Music & Musicals",117.0,0,2,3.0
Movie,Alice Junior,2019,TV-MA,"Comedies, International Movies, LGBTQ Movies",87.0,0,2,6.0
TV Show,Barbarians,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",0.0,1,3,2.0
TV Show,Move,2020,TV-MA,"Docuseries, International TV Shows",0.0,1,3,14.0
Movie,Over the Moon,2020,PG,"Children & Family Movies, Music & Musicals",100.0,0,2,2.0
Movie,Shattered Memories,2018,TV-14,"Dramas, Thrillers",86.0,0,2,15.0
TV Show,Stolen Away,2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.0,1,3,11.0
TV Show,The Queen's Gambit,2020,TV-MA,TV Dramas,0.0,1,3,2.0
Movie,Bending the Arc,2017,TV-MA,Documentaries,102.0,0,2,17.0
Movie,Cadaver,2020,TV-MA,"Horror Movies, International Movies",87.0,0,2,13.0
Movie,Exes Baggage,2018,TV-MA,"Dramas, International Movies, Romantic Movies",103.0,0,2,7.0
Movie,Fisherman's Friends,2019,PG-13,"Comedies, Dramas, Music & Musicals",112.0,0,2,9.0
Movie,The Hows of Us,2018,TV-14,"Dramas, International Movies, Romantic Movies",120.0,0,2,15.0
Movie,The Hummingbird Project,2018,R,"Dramas, Independent Movies",111.0,0,2,10.0
Movie,"Yes, God, Yes",2020,R,"Comedies, Dramas, Independent Movies",78.0,0,2,10.0
Movie,Brave Blue World: Racing to Solve Our Water Crisis,2020,TV-PG,"Documentaries, International Movies",51.0,0,2,8.0
TV Show,My Next Guest Needs No Introduction With David Letterman,2020,TV-MA,Stand-Up Comedy & Talk Shows,0.0,3,3,16.0
Movie,Rebecca,2020,PG-13,"Dramas, Romantic Movies, Thrillers",123.0,0,2,9.0
Movie,The Magic School Bus Rides Again The Frizz Connection,2020,TV-Y,Children & Family Movies,46.0,0,2,16.0
Movie,Tremors: Shrieker Island,2020,PG-13,"Action & Adventure, Horror Movies",102.0,0,2,14.0
Movie,Beirut Oh Beirut,1975,TV-14,"Classic Movies, Dramas, International Movies",106.0,0,1,0.0
